wavelength_1,M565L3,wavelength_2,MINTL5
,0.00421,451.22785,
,0.00121,451.44881,
,0.00385,451.66979,
,0.00217,451.89078,
,0.00505,452.11178,
,0.00131,452.3328,
,0.00207,452.55383,
,0.0033,452.77488,
,0.00248,452.99594,
,0.00247,453.21702,
,0.00449,453.43811,
,0.00115,453.65921,
,0.00449,453.88032,
,3.65E-04,454.10146,
,0.0047,454.3226,
,0.00116,454.54376,
,0.0027,454.76493,
,0.0023,454.98612,
,0.00373,455.20732,
,0.00152,455.42854,
,0.00312,455.64976,
,0.00145,455.87101,
,0.00482,456.09226,
,7.96E-04,456.31354,
,0.00378,456.53482,
,-5.2E-04,456.75612,
,0.00272,456.97743,
,0.00113,457.19876,
,0.00394,457.4201,
,0.00182,457.64145,
,0.00454,457.86282,
,0.00151,458.08421,
,0.0038,458.3056,
,0.00168,458.52701,
,0.00298,458.74844,
,0.00125,458.96988,
,0.00454,459.19133,
,0.00111,459.41279,
,0.00402,459.63427,
,0.00106,459.85577,
,0.00515,460.07728,
,0.00174,460.2988,
,0.00214,460.52033,
,0.00106,460.74188,
,0.00343,460.96345,
,0.00223,461.18502,
,0.00269,461.40662,
,0.00151,461.62822,
,0.0033,461.84984,
,0.0018,462.07147,
,0.00122,462.29312,
,0.0012,462.51478,
,0.00395,462.73645,
,2.44E-04,462.95814,
,0.00283,463.17984,
,7.28E-04,463.40156,
,0.00309,463.62329,
,0.00252,463.84503,
,0.00306,464.06679,
,7.65E-04,464.28856,
,0.00226,464.51035,
,0.00295,464.73215,
,0.0022,464.95396,
,0.00322,465.17579,
,6.99E-04,465.39763,
,0.00276,465.61948,
,0.00173,465.84135,
,0.00272,466.06323,
,0.0024,466.28513,
,0.0031,466.50704,
,6.22E-04,466.72896,
,0.00302,466.9509,
,0.00206,467.17285,
,0.00334,467.39481,
,0.00233,467.61679,
,0.00318,467.83878,
,0.00171,468.06079,
,0.00225,468.28281,
,0.00142,468.50484,
,0.00296,468.72689,
,0.00164,468.94895,
,0.00467,469.17103,
,0.00346,469.39312,
,0.0033,469.61522,
,0.00148,469.83733,
,0.00254,470.05946,
,0.0024,470.28161,
,0.0043,470.50376,
,0.00266,470.72594,
,0.00424,470.94812,
,0.00238,471.17032,
,0.00418,471.39253,
,0.00266,471.61476,
,0.00499,471.837,
,0.00209,472.05925,
,0.00462,472.28152,
,0.00382,472.5038,
,0.00397,472.72609,
,0.00388,472.9484,
,0.00425,473.17072,
,0.00272,473.39305,
,0.00586,473.6154,
,0.00387,473.83777,
,0.00429,474.06014,
,0.00474,474.28253,
,0.00625,474.50494,
,0.00443,474.72735,
,0.00574,474.94978,
,0.00491,475.17223,
,0.00712,475.39469,
,0.00594,475.61716,
,0.00596,475.83964,
,0.00555,476.06214,
,0.00807,476.28465,
,0.00552,476.50718,
,0.008,476.72972,
,0.0068,476.95227,
,0.00806,477.17484,
,0.00549,477.39742,
,0.00993,477.62001,
,0.00847,477.84262,
,0.01073,478.06524,
,0.00793,478.28788,
,0.01072,478.51053,
,0.00985,478.73319,
,0.01098,478.95586,
,0.00854,479.17855,
,0.01105,479.40126,
,0.00892,479.62397,
,0.01232,479.8467,
,0.01039,480.06945,
,0.01374,480.2922,
,0.01076,480.51497,
,0.01344,480.73776,
,0.01367,480.96056,
,0.01531,481.18337,
,0.013,481.40619,
,0.01492,481.62903,
,0.01466,481.85188,
,0.01789,482.07475,
,0.01898,482.29763,
,0.02007,482.52052,
,0.02116,482.74342,
,0.02225,482.96634,
,0.02334,483.18928,
,0.02443,483.41222,
,0.02552,483.63518,
,0.02661,483.85815,
,0.0277,484.08114,
,0.02879,484.30414,
,0.02988,484.52715,
,0.03097,484.75018,
,0.03206,484.97322,
,0.03314,485.19628,
,0.03423,485.41934,
,0.03532,485.64242,
,0.03641,485.86552,
,0.0375,486.08863,
,0.03859,486.31175,
,0.03968,486.53488,
,0.04077,486.75803,
,0.04186,486.98119,
,0.04295,487.20437,
,0.04404,487.42756,
,0.04513,487.65076,
,0.04622,487.87397,
,0.04731,488.0972,
,0.0484,488.32044,
,0.04949,488.5437,
,0.05058,488.76697,
,0.05167,488.99025,
,0.05167,489.21354,
,0.05182,489.43685,
,0.05539,489.66018,
,0.05593,489.88351,
,0.05926,490.10686,
,0.06141,490.33022,
,0.06398,490.5536,
,0.06484,490.77699,
,0.06701,491.00039,
,0.06762,491.22381,
,0.07206,491.44724,
,0.07383,491.67068,
,0.07734,491.89413,
,0.07819,492.1176,
,0.08253,492.34109,
,0.08431,492.56458,
,0.08961,492.78809,
,0.0903,493.01161,
,0.09276,493.23515,
,0.09632,493.4587,
,0.10365,493.68226,
,0.10604,493.90584,
,0.11167,494.12943,
,0.11275,494.35303,
,0.11631,494.57664,
,0.11954,494.80027,
,0.12405,495.02391,
,0.12756,495.24757,
,0.13557,495.47124,
,0.13733,495.69492,
,0.14352,495.91862,
,0.14384,496.14232,
,0.15115,496.36605,
,0.15466,496.58978,
,0.15659,496.81353,
,0.15897,497.03729,
,0.16197,497.26107,
,0.16416,497.48485,
,0.1713,497.70866,
,0.17463,497.93247,
,0.18052,498.1563,
,0.18422,498.38014,
,0.18986,498.60399,
,0.19396,498.82786,
,0.19934,499.05174,
,0.20238,499.27564,
,0.21012,499.49954,
,0.2124,499.72346,
,0.21889,499.9474,
,0.2199,500.17134,
,0.22822,500.3953,
,0.2309,500.61928,
,0.23699,500.84326,
,0.24302,501.06726,
,0.25436,501.29127,
,0.25754,501.5153,
,0.26345,501.73934,
,0.26778,501.96339,
,0.27018,502.18745,
,0.27716,502.41153,
,0.28289,502.63562,
,0.28966,502.85973,
,0.29627,503.08385,
,0.30142,503.30798,
,0.30967,503.53212,
,0.31353,503.75628,
,0.32002,503.98045,
,0.32901,504.20463,
,0.33644,504.42883,
,0.33985,504.65304,
,0.34945,504.87726,
,0.35502,505.1015,
,0.36379,505.32575,
,0.37592,505.55001,
,0.38327,505.77428,
,0.38817,505.99857,
,0.39294,506.22287,
,0.39557,506.44719,
,0.40592,506.67151,
,0.41281,506.89585,
,0.42083,507.12021,
,0.42671,507.34457,
,0.43743,507.56895,
,0.44238,507.79335,
,0.4515,508.01775,
,0.4581,508.24217,
,0.47041,508.4666,
,0.47677,508.69105,
,0.48515,508.91551,
,0.48922,509.13998,
,0.4935,509.36446,
,0.50192,509.58896,
,0.51282,509.81347,
,0.51779,510.03799,
,0.52609,510.26253,
,0.52824,510.48708,
,0.5345,510.71164,
,0.54162,510.93621,
,0.55396,511.1608,
,0.56092,511.3854,
,0.56889,511.61002,
,0.56669,511.83464,
,0.57545,512.05928,
,0.57626,512.28394,
,0.58343,512.5086,
,0.59771,512.73328,
,0.60518,512.95797,
,0.60995,513.18268,
,0.61663,513.4074,
,0.62783,513.63213,
,0.63659,513.85687,
,0.63835,514.08163,
,0.64633,514.3064,
,0.645,514.53118,
,0.65523,514.75597,
,0.65942,514.98078,
,0.66648,515.2056,
,0.66761,515.43044,
,0.67998,515.65529,
,0.68561,515.88015,
,0.69601,516.10502,
,0.70365,516.3299,
,0.71419,516.5548,
,0.72002,516.77972,
,0.72466,517.00464,
,0.72423,517.22958,
,0.73033,517.45453,
,0.73271,517.67949,
,0.74112,517.90447,
,0.74559,518.12946,
,0.76032,518.35446,
,0.75875,518.57947,
,0.77295,518.8045,
,0.78464,519.02954,
,0.78944,519.25459,
,0.78947,519.47966,
,0.79624,519.70474,
,0.7958,519.92983,
,0.81248,520.15493,
,0.81338,520.38005,
,0.82708,520.60518,
,0.82698,520.83033,
,0.83424,521.05548,
,0.8382,521.28065,
,0.84254,521.50583,
,0.84577,521.73103,
,0.85497,521.95623,
,0.86118,522.18145,
,0.86231,522.40669,
,0.86535,522.63193,
,0.85828,522.85719,
,0.85805,523.08246,
,0.86688,523.30774,
,0.88025,523.53304,
,0.88397,523.75835,
,0.88246,523.98367,
,0.88763,524.20901,
,0.88389,524.43436,
,0.89623,524.65972,
,0.89602,524.88509,
,0.8943,525.11048,
,0.88937,525.33587,
,0.89797,525.56129,
,0.89753,525.78671,
,0.9086,526.01215,
,0.91768,526.2376,
,0.91623,526.46306,
,0.91418,526.68853,
,0.90325,526.91402,
,0.90494,527.13952,
,0.89852,527.36504,
,0.9057,527.59056,
,0.90829,527.8161,
,0.90592,528.04165,
,0.91135,528.26722,
,0.91381,528.49279,
,0.91957,528.71838,
,0.91887,528.94398,
,0.92122,529.1696,
,0.92954,529.39523,
,0.92483,529.62087,
,0.93673,529.84652,
,0.94486,530.07218,
,0.95691,530.29786,
,0.95659,530.52355,
,0.96514,530.74926,
,0.96386,530.97497,
,0.96472,531.2007,
,0.96392,531.42644,
,0.95601,531.6522,
,0.95532,531.87796,
,0.95587,532.10374,
,0.95219,532.32953,
,0.94749,532.55534,
,0.94934,532.78116,
,0.95651,533.00698,
,0.94304,533.23283,
,0.94257,533.45868,
,0.935,533.68455,
,0.93841,533.91043,
,0.93317,534.13632,
,0.92947,534.36223,
,0.92574,534.58815,
,0.93066,534.81408,
,0.93765,535.04002,
,0.93646,535.26597,
,0.93889,535.49194,
,0.94022,535.71792,
,0.9376,535.94392,
,0.94039,536.16992,
,0.94086,536.39594,
,0.94052,536.62197,
,0.94681,536.84801,
,0.95264,537.07407,
,0.95482,537.30014,
,0.95816,537.52622,
,0.96565,537.75231,
,0.96555,537.97842,
,0.96424,538.20454,
,0.96675,538.43067,
,0.97897,538.65681,
,0.9846,538.88297,
,0.98364,539.10914,
,0.98874,539.33532,
,0.98559,539.56151,
,0.98811,539.78772,
,0.98772,540.01394,
,0.9859,540.24017,
,0.98945,540.46641,
,0.99316,540.69267,
,0.98909,540.91893,
,0.98711,541.14522,
,0.98888,541.37151,
,0.99187,541.59781,
,0.98201,541.82413,
,0.9831,542.05046,
,0.97811,542.27681,
,0.97896,542.50316,
,0.97789,542.72953,
,0.97682,542.95591,
,0.97161,543.1823,
,0.97935,543.40871,
,0.97767,543.63513,
,0.97703,543.86156,
,0.9813,544.088,
,0.99362,544.31445,
,0.99242,544.54092,
,0.99451,544.7674,
,0.99192,544.99389,
,0.9946,545.2204,
,0.99319,545.44691,
,0.99636,545.67344,
,0.99115,545.89999,
,0.9937,546.12654,
,0.99545,546.35311,
,1,546.57968,
,0.99186,546.80628,
,0.98774,547.03288,
,0.98728,547.2595,
,0.98895,547.48612,
,0.98521,547.71276,
,0.98945,547.93942,
,0.98892,548.16608,
,0.98512,548.39276,
,0.98031,548.61945,
,0.98028,548.84615,
,0.9772,549.07287,
,0.97917,549.29959,
,0.98136,549.52633,
,0.97828,549.75308,
,0.98065,549.97985,
,0.9852,550.20662,
,0.98303,550.43341,
,0.98708,550.66021,
,0.98592,550.88703,
,0.98452,551.11385,
,0.9811,551.34069,
,0.98115,551.56754,
,0.97972,551.7944,
,0.98025,552.02128,
,0.98232,552.24816,
,0.98742,552.47506,
,0.98516,552.70197,
,0.98793,552.9289,
,0.98742,553.15583,
,0.98792,553.38278,
,0.99349,553.60974,
,0.99121,553.83671,
,0.98751,554.0637,
,0.985,554.29069,
,0.98957,554.5177,
,0.99148,554.74473,
,0.989,554.97176,
,0.98942,555.1988,
,0.98642,555.42586,
,0.98826,555.65293,
,0.98875,555.88002,
,0.98078,556.10711,
,0.9802,556.33422,
,0.98316,556.56134,
,0.97962,556.78847,
,0.97501,557.01561,
,0.97108,557.24277,
,0.97797,557.46993,
,0.97517,557.69711,
,0.97273,557.92431,
,0.96603,558.15151,
,0.96396,558.37873,
,0.95953,558.60596,
,0.96082,558.8332,
,0.95217,559.06045,
,0.95597,559.28771,
,0.95288,559.51499,
,0.95446,559.74228,
,0.95037,559.96958,
,0.94747,560.1969,
,0.94126,560.42422,
,0.93588,560.65156,
,0.93218,560.87891,
,0.93609,561.10627,
,0.93263,561.33365,
,0.93782,561.56103,
,0.93375,561.78843,
,0.93644,562.01584,
,0.93948,562.24326,
,0.93467,562.4707,
,0.92957,562.69815,
,0.93493,562.9256,
,0.93311,563.15308,
,0.93295,563.38056,
,0.93288,563.60805,
,0.93675,563.83556,
,0.93324,564.06308,
,0.93334,564.29061,
,0.93327,564.51815,
,0.9337,564.74571,
,0.9359,564.97328,
,0.93913,565.20086,
,0.9351,565.42845,
,0.93524,565.65605,
,0.93145,565.88367,
,0.93133,566.11129,
,0.92852,566.33893,
,0.92769,566.56659,
,0.92514,566.79425,
,0.92777,567.02192,
,0.92343,567.24961,
,0.9238,567.47731,
,0.92044,567.70502,
,0.9158,567.93275,
,0.90959,568.16048,
,0.90503,568.38823,
,0.90228,568.61599,
,0.89636,568.84376,
,0.89385,569.07155,
,0.8927,569.29934,
,0.89138,569.52715,
,0.89186,569.75497,
,0.87979,569.9828,
,0.87471,570.21064,
,0.87067,570.4385,
,0.86926,570.66636,
,0.87046,570.89424,
,0.86657,571.12213,
,0.8666,571.35004,
,0.8653,571.57795,
,0.86338,571.80588,
,0.85781,572.03382,
,0.85815,572.26177,
,0.85837,572.48973,
,0.85497,572.71771,
,0.85402,572.94569,
,0.85339,573.17369,
,0.85482,573.4017,
,0.8535,573.62972,
,0.85394,573.85776,
,0.85147,574.0858,
,0.84943,574.31386,
,0.84714,574.54193,
,0.84561,574.77001,
,0.84407,574.99811,
,0.84681,575.22621,
,0.84128,575.45433,
,0.84386,575.68246,
,0.83616,575.9106,
,0.84027,576.13875,
,0.83537,576.36692,
,0.84151,576.59509,
,0.83615,576.82328,
,0.8351,577.05148,
,0.83135,577.27969,
,0.83092,577.50792,
,0.8261,577.73615,
,0.82681,577.9644,
,0.82377,578.19266,
,0.81764,578.42093,
,0.81748,578.64921,
,0.81512,578.87751,
,0.81585,579.10581,
,0.81302,579.33413,
,0.80932,579.56246,
,0.80773,579.7908,
,0.80082,580.01916,
,0.79627,580.24752,
,0.79759,580.4759,
,0.79032,580.70429,
,0.78854,580.93269,
,0.78985,581.1611,
,0.78828,581.38952,
,0.78697,581.61796,
,0.78669,581.84641,
,0.78747,582.07487,
,0.78394,582.30334,
,0.78536,582.53182,
,0.78468,582.76032,
,0.78325,582.98882,
,0.79085,583.21734,
,0.78881,583.44587,
,0.78784,583.67441,
,0.78563,583.90297,
,0.78771,584.13153,
,0.78479,584.36011,
,0.78462,584.58869,
,0.7798,584.81729,
,0.77823,585.04591,
,0.7717,585.27453,
,0.76842,585.50317,
,0.76405,585.73181,
,0.76091,585.96047,
,0.75785,586.18914,
,0.75979,586.41782,
,0.75793,586.64652,
,0.75862,586.87522,
,0.75461,587.10394,
,0.75404,587.33267,
,0.75157,587.56141,
,0.74412,587.79016,
,0.74287,588.01892,
,0.74183,588.2477,
,0.73462,588.47648,
,0.73838,588.70528,
,0.73213,588.93409,
,0.73654,589.16291,
,0.73085,589.39175,
,0.73298,589.62059,
,0.72816,589.84945,
,0.72741,590.07831,
,0.72726,590.30719,
,0.72674,590.53609,
,0.72198,590.76499,
,0.72044,590.9939,
,0.71742,591.22283,
,0.72289,591.45177,
,0.71335,591.68072,
,0.71243,591.90968,
,0.70716,592.13865,
,0.70253,592.36763,
,0.69566,592.59663,
,0.69743,592.82563,
,0.69318,593.05465,
,0.69568,593.28368,
,0.69281,593.51272,
,0.69242,593.74178,
,0.68711,593.97084,
,0.68545,594.19992,
,0.67925,594.42901,
,0.67799,594.65811,
,0.66987,594.88722,
,0.66843,595.11634,
,0.66746,595.34547,
,0.66846,595.57462,
,0.66515,595.80377,
,0.66588,596.03294,
,0.66413,596.26212,
,0.66357,596.49131,
,0.65919,596.72052,
,0.65629,596.94973,
,0.65328,597.17896,
,0.65037,597.40819,
,0.65134,597.63744,
,0.65134,597.8667,
,0.64821,598.09597,
,0.64842,598.32526,
,0.64329,598.55455,
,0.64614,598.78386,
,0.64078,599.01318,
,0.63912,599.2425,
,0.6335,599.47185,
,0.63454,599.7012,
,0.63022,599.93056,
,0.62744,600.15993,
,0.62767,600.38932,
,0.62665,600.61872,
,0.62417,600.84813,
,0.62249,601.07755,
,0.62084,601.30698,
,0.61878,601.53642,
,0.61533,601.76588,
,0.6136,601.99534,
,0.60763,602.22482,
,0.60934,602.45431,
,0.60548,602.68381,
,0.60022,602.91332,
,0.59711,603.14284,
,0.59754,603.37238,
,0.59589,603.60192,
,0.59392,603.83148,
,0.59046,604.06105,
,0.58544,604.29063,
,0.58542,604.52022,
,0.58317,604.74982,
,0.57783,604.97944,
,0.57927,605.20906,
,0.57648,605.4387,
,0.57384,605.66835,
,0.57264,605.898,
,0.56973,606.12768,
,0.56651,606.35736,
,0.56699,606.58705,
,0.56431,606.81675,
,0.56141,607.04647,
,0.5607,607.2762,
,0.55814,607.50594,
,0.55824,607.73569,
,0.55218,607.96545,
,0.55041,608.19522,
,0.54821,608.425,
,0.54445,608.6548,
,0.54274,608.8846,
,0.53946,609.11442,
,0.53959,609.34425,
,0.53812,609.57409,
,0.5331,609.80394,
,0.52965,610.0338,
,0.52917,610.26368,
,0.52302,610.49356,
,0.52301,610.72346,
,0.52236,610.95336,
,0.52093,611.18328,
,0.51809,611.41321,
,0.51483,611.64315,
,0.51095,611.87311,
,0.51051,612.10307,
,0.50815,612.33304,
,0.50242,612.56303,
,0.50133,612.79303,
,0.50187,613.02304,
,0.49757,613.25306,
,0.49806,613.48309,
,0.49404,613.71313,
,0.49141,613.94318,
,0.48921,614.17325,
,0.48608,614.40332,
,0.48639,614.63341,
,0.48258,614.86351,
,0.48076,615.09362,
,0.47895,615.32374,
,0.47483,615.55387,
,0.47343,615.78401,
,0.47511,616.01416,
,0.46571,616.24433,
,0.47071,616.4745,
,0.47102,616.70469,
,0.46325,616.93489,
,0.46703,617.1651,
,0.46144,617.39532,
,0.45604,617.62555,
,0.45264,617.85579,
,0.45954,618.08605,
,0.449,618.31631,
,0.44963,618.54659,
,0.44935,618.77688,
,0.45014,619.00717,
,0.44165,619.23748,
,0.44518,619.4678,
,0.44178,619.69814,
,0.43377,619.92848,
,0.43526,620.15883,
,0.43496,620.3892,
,0.43371,620.61957,
,0.42973,620.84996,
,0.42609,621.08036,
,0.4267,621.31077,
,0.42304,621.54119,
,0.42514,621.77162,
,0.41761,622.00206,
,0.41852,622.23252,
,0.41437,622.46298,
,0.41692,622.69345,
,0.41162,622.92394,
,0.40839,623.15444,
,0.40706,623.38495,
,0.40642,623.61547,
,0.40381,623.846,
,0.402,624.07654,
,0.40436,624.30709,
,0.39843,624.53766,
,0.39609,624.76823,
,0.39621,624.99882,
,0.39436,625.22941,
,0.39354,625.46002,
,0.39174,625.69064,
,0.38769,625.92127,
,0.38685,626.15191,
,0.38847,626.38256,
,0.38227,626.61322,
,0.38355,626.8439,
,0.38049,627.07458,
,0.37516,627.30528,
,0.37441,627.53598,
,0.37654,627.7667,
,0.37112,627.99743,
,0.37167,628.22817,
,0.36797,628.45892,
,0.36706,628.68968,
,0.36885,628.92045,
,0.36414,629.15123,
,0.3652,629.38203,
,0.35812,629.61283,
,0.35802,629.84365,
,0.35693,630.07447,
,0.35496,630.30531,
,0.35658,630.53616,
,0.35189,630.76702,
,0.35173,630.99789,
,0.35208,631.22877,
,0.34789,631.45966,
,0.34418,631.69057,
,0.3447,631.92148,
,0.33883,632.1524,
,0.34459,632.38334,
,0.33724,632.61429,
,0.33811,632.84524,
,0.33238,633.07621,
,0.33489,633.30719,
,0.33243,633.53818,
,0.3287,633.76918,
,0.32389,634.00019,
,0.32949,634.23121,
,0.32472,634.46225,
,0.3215,634.69329,
,0.31996,634.92435,
,0.32055,635.15541,
,0.31565,635.38649,
,0.31657,635.61758,
,0.31668,635.84867,
,0.31586,636.07978,
,0.30951,636.3109,
,0.30763,636.54203,
,0.30623,636.77317,
,0.30631,637.00433,
,0.30206,637.23549,
,0.30458,637.46666,
,0.2986,637.69785,
,0.29902,637.92904,
,0.29644,638.16025,
,0.29376,638.39146,
,0.29336,638.62269,
,0.28362,638.85393,
,0.28825,639.08518,
,0.28291,639.31644,
,0.28418,639.54771,
,0.2794,639.77899,
,0.27778,640.01028,
,0.27703,640.24159,
,0.27418,640.4729,
,0.27402,640.70422,
,0.27028,640.93556,
,0.27189,641.1669,
,0.26672,641.39826,
,0.26658,641.62963,
,0.26521,641.86101,
,0.26302,642.09239,
,0.26016,642.32379,
,0.25966,642.5552,
,0.25777,642.78662,
,0.25646,643.01805,
,0.25595,643.2495,
,0.25473,643.48095,
,0.2551,643.71241,
,0.25076,643.94389,
,0.24821,644.17537,
,0.24765,644.40687,
,0.2456,644.63837,
,0.24508,644.86989,
,0.24469,645.10142,
,0.24136,645.33295,
,0.23968,645.5645,
,0.2383,645.79606,
,0.23805,646.02763,
,0.23387,646.25921,
,0.23512,646.4908,
,0.23235,646.7224,
,0.22985,646.95402,
,0.22952,647.18564,
,0.22872,647.41727,
,0.22947,647.64892,
,0.22777,647.88057,
,0.22291,648.11224,
,0.22507,648.34391,
,0.2242,648.5756,
,0.22204,648.8073,
,0.22048,649.03901,
,0.21767,649.27072,
,0.21625,649.50245,
,0.21863,649.73419,
,0.21703,649.96594,
,0.21653,650.1977,
,0.21349,650.42947,
,0.21402,650.66126,
,0.21224,650.89305,
,0.21264,651.12485,
,0.20937,651.35666,
,0.21143,651.58849,
,0.20754,651.82032,
,0.20654,652.05217,
,0.20549,652.28402,
,0.20444,652.51589,
,0.20339,652.74776,
,0.20233,652.97965,
,0.20128,653.21155,
,0.20023,653.44346,
,0.19918,653.67538,
,0.19813,653.90731,
,0.19708,654.13924,
,0.19602,654.37119,
,0.19497,654.60316,
,0.19392,654.83513,
,0.19287,655.06711,
,0.19182,655.2991,
,0.19077,655.5311,
,0.18971,655.76312,
,0.18866,655.99514,
,0.18761,656.22717,
,0.18656,656.45922,
,0.18551,656.69127,
,0.18446,656.92334,
,0.1834,657.15541,
,0.18235,657.3875,
,0.1813,657.61959,
,0.18025,657.8517,
,0.1792,658.08382,
,0.17814,658.31595,
,0.17709,658.54809,
,0.17604,658.78023,
,0.17499,659.01239,
,0.17394,659.24456,
,0.17289,659.47674,
,0.17183,659.70893,
,0.17078,659.94113,
,0.17078,660.17334,
,0.16852,660.40557,
,0.16809,660.6378,
,0.16897,660.87004,
,0.16853,661.10229,
,0.16486,661.33455,
,0.16486,661.56683,
,0.16213,661.79911,
,0.16147,662.03141,
,0.16199,662.26371,
,0.16068,662.49603,
,0.15789,662.72835,
,0.15822,662.96069,
,0.15925,663.19303,
,0.15676,663.42539,
,0.15804,663.65775,
,0.15397,663.89013,
,0.15408,664.12252,
,0.15245,664.35492,
,0.15099,664.58732,
,0.151,664.81974,
,0.15134,665.05217,
,0.14806,665.28461,
,0.14889,665.51706,
,0.14809,665.74952,
,0.14633,665.98199,
,0.1446,666.21447,
,0.14396,666.44696,
,0.14296,666.67946,
,0.14375,666.91197,
,0.14211,667.14449,
,0.14232,667.37702,
,0.14078,667.60956,
,0.14108,667.84211,
,0.13789,668.07467,
,0.13866,668.30725,
,0.13622,668.53983,
,0.1367,668.77242,
,0.13652,669.00502,
,0.13562,669.23764,
,0.13452,669.47026,
,0.13351,669.7029,
,0.13158,669.93554,
,0.13131,670.16819,
,0.13108,670.40086,
,0.12926,670.63353,
,0.12897,670.86622,
,0.12972,671.09891,
,0.12756,671.33162,
,0.12694,671.56433,
,0.1258,671.79706,
,0.12491,672.02979,
,0.12309,672.26254,
,0.12312,672.4953,
,0.12223,672.72806,
,0.12141,672.96084,
,0.1196,673.19362,
,0.12077,673.42642,
,0.11823,673.65923,
,0.12048,673.89205,
,0.11801,674.12487,
,0.11741,674.35771,
,0.11578,674.59056,
,0.1159,674.82342,
,0.11337,675.05628,
,0.11441,675.28916,
,0.11246,675.52205,
,0.11423,675.75495,
,0.11193,675.98786,
,0.11228,676.22077,
,0.11093,676.4537,
,0.11073,676.68664,
,0.10843,676.91959,
,0.1068,677.15255,
,0.10666,677.38552,
,0.10753,677.6185,
,0.10641,677.85149,
,0.10703,678.08449,
,0.10537,678.3175,
,0.10573,678.55051,
,0.10395,678.78354,
,0.10378,679.01658,
,0.10164,679.24963,
,0.10271,679.48269,
,0.10115,679.71576,
,0.10185,679.94884,
,0.09995,680.18193,
,0.09907,680.41503,
,0.09885,680.64814,
,0.09867,680.88126,
,0.09831,681.11439,
,0.09728,681.34753,
,0.09604,681.58068,
,0.09653,681.81384,
,0.09363,682.04701,
,0.09446,682.28019,
,0.09334,682.51338,
,0.09343,682.74658,
,0.09408,682.97979,
,0.09329,683.21301,
,0.09077,683.44624,
,0.09252,683.67948,
,0.08991,683.91273,
,0.09046,684.14599,
,0.08884,684.37926,
,0.08916,684.61254,
,0.08736,684.84583,
,0.08789,685.07913,
,0.08727,685.31244,
,0.08701,685.54576,
,0.08585,685.77909,
,0.08668,686.01243,
,0.08498,686.24578,
,0.08504,686.47914,
,0.083,686.71251,
,0.084,686.94589,
,0.08165,687.17928,
,0.08209,687.41268,
,0.08041,687.64609,
,0.08142,687.87951,
,0.07914,688.11294,
,0.08018,688.34638,
,0.07809,688.57982,
,0.07972,688.81328,
,0.07831,689.04675,
,0.07859,689.28023,
,0.07843,689.51372,
,0.07765,689.74722,
,0.07563,689.98073,
,0.0768,690.21424,
,0.07565,690.44777,
,0.07564,690.68131,
,0.07321,690.91486,
,0.0742,691.14842,
,0.07311,691.38198,
,0.07415,691.61556,
,0.07112,691.84915,
,0.07313,692.08274,
,0.07081,692.31635,
,0.0718,692.54997,
,0.06914,692.78359,
,0.07076,693.01723,
,0.06874,693.25088,
,0.06924,693.48453,
,0.06748,693.7182,
,0.06941,693.95187,
,0.06766,694.18556,
,0.06693,694.41925,
,0.06616,694.65296,
,0.06755,694.88667,
,0.06597,695.1204,
,0.06681,695.35413,
,0.06505,695.58788,
,0.0653,695.82163,
,0.06452,696.0554,
,0.06276,696.28917,
,0.06343,696.52295,
,0.06419,696.75675,
,0.06269,696.99055,
,0.06179,697.22436,
,0.06243,697.45818,
,0.06214,697.69202,
,0.06029,697.92586,
,0.06084,698.15971,
,0.05979,698.39357,
,0.05809,698.62744,
,0.05809,698.86132,
,0.05827,699.09521,
,0.05776,699.32911,
,0.05648,699.56302,
,0.0568,699.79694,
,0.057,700.03087,
,0.05599,700.26481,
,0.05447,700.49876,
,0.05685,700.73272,
,0.05452,700.96669,
,0.05517,701.20066,
,0.05328,701.43465,
,0.05472,701.66865,
,0.05194,701.90266,
,0.05365,702.13667,
,0.05091,702.3707,
,0.05368,702.60473,
,0.05142,702.83878,
,0.0519,703.07284,
,0.05113,703.3069,
,0.05359,703.54097,
,0.05072,703.77506,
,0.05157,704.00915,
,0.04979,704.24326,
,0.05052,704.47737,
,0.04888,704.71149,
,0.05036,704.94562,
,0.04953,705.17977,
,0.05023,705.41392,
,0.04845,705.64808,
,0.04897,705.88225,
,0.04689,706.11643,
,0.04929,706.35062,
,0.04628,706.58482,
,0.04826,706.81903,
,0.04514,707.05325,
,0.04666,707.28748,
,0.04449,707.52171,
,0.04587,707.75596,
,0.04489,707.99022,
,0.04648,708.22449,
,0.04428,708.45876,
,0.04481,708.69305,
,0.0433,708.92734,
,0.04509,709.16165,
,0.04305,709.39596,
,0.04364,709.63029,
,0.04282,709.86462,
,0.04325,710.09896,
,0.04304,710.33332,
,0.043,710.56768,
,0.0409,710.80205,
,0.04199,711.03643,
,0.04103,711.27082,
,0.04136,711.50522,
,0.03972,711.73963,
,0.04022,711.97405,
,0.03873,712.20848,
,0.04065,712.44292,
,0.03989,712.67737,
,0.04056,712.91182,
,0.0386,713.14629,
,0.03964,713.38077,
,0.03705,713.61525,
,0.03938,713.84975,
,0.03633,714.08425,
,0.03861,714.31876,
,0.03764,714.55329,
,0.03798,714.78782,
,0.03632,715.02236,
,0.03653,715.25692,
,0.03649,715.49148,
,0.03709,715.72605,
,0.03582,715.96063,
,0.03606,716.19522,
,0.03514,716.42982,
,0.03556,716.66443,
