wavelength,FF01-460_60,FF01-530_43,FF01-565_24,FF01-623_24,FF03-525_50,FF01-523_610,FF01-618_50,FF01-609_57,FF01-609_54,FF01-558_20
580.3,2.5E-07,1.3E-06,0.06585983,1E-07,1E-07,0.00544684,2.78E-07,0.96747345,0.98695917,5.11E-07
580.4,2.6E-07,1.29E-06,0.04304004,1E-07,1E-07,0.00735437,3.01E-07,0.97817629,0.98956064,4.78E-07
580.5,2.71E-07,1.27E-06,0.0283098,1E-07,1E-07,0.01013284,3.26E-07,0.98005461,0.99159287,4.48E-07
580.6,2.83E-07,1.26E-06,0.01862092,1E-07,1E-07,0.01396101,3.53E-07,0.98193293,0.9936251,4.19E-07
580.7,2.96E-07,1.25E-06,0.01236667,1E-07,1E-07,0.01967853,3.83E-07,0.98141328,0.99362613,3.93E-07
580.8,3.09E-07,1.24E-06,0.00821305,1E-07,1E-07,0.02773755,4.15E-07,0.98089362,0.99362716,3.69E-07
580.9,3.24E-07,1.23E-06,0.00551029,1E-07,1E-07,0.04005781,4.51E-07,0.98060361,0.99210968,3.47E-07
581,3.4E-07,1.21E-06,0.00369696,1E-07,1E-07,0.05785039,4.91E-07,0.98031359,0.99059219,3.26E-07
581.1,3.57E-07,1.21E-06,0.00250704,1E-07,1E-07,0.08532403,5.34E-07,0.98082316,0.98881794,3.07E-07
581.2,3.74E-07,1.2E-06,0.00170011,1E-07,1E-07,0.12584514,5.81E-07,0.98133274,0.98704369,2.90E-07
581.3,3.94E-07,1.19E-06,0.00116621,1E-07,1E-07,0.20051377,6.34E-07,0.98236252,0.98602281,2.73E-07
581.4,4.14E-07,1.18E-06,0.00079997,1E-07,1E-07,0.2751824,6.91E-07,0.98339231,0.98500193,2.58E-07
581.5,4.36E-07,1.18E-06,0.0005555,1E-07,1E-07,0.40975316,7.55E-07,0.98446198,0.98510994,2.44E-07
581.6,4.59E-07,1.17E-06,0.00038574,1E-07,1E-07,0.54432392,8.24E-07,0.98553165,0.98521794,2.31E-07
581.7,4.84E-07,1.17E-06,0.00027129,1E-07,1E-07,0.69030926,9.02E-07,0.98626129,0.98625613,2.18E-07
581.8,5.1E-07,1.16E-06,0.0001908,1E-07,1E-07,0.83629459,9.87E-07,0.98699093,0.98729432,2.07E-07
581.9,5.39E-07,1.16E-06,0.00013594,1E-07,1E-07,0.90706791,1.08E-06,0.98720417,0.98873659,1.96E-07
582,5.69E-07,1.16E-06,9.69E-05,1E-07,1E-07,0.97784122,1.19E-06,0.98741742,0.99017887,1.86E-07
582.1,6.01E-07,1.16E-06,6.99E-05,1E-07,1E-07,0.98748141,1.3E-06,0.98713372,0.99144133,1.77E-07
582.2,6.35E-07,1.15E-06,5.04E-05,1E-07,1E-07,0.99712161,1.43E-06,0.98685002,0.99270379,1.69E-07
582.3,6.71E-07,1.15E-06,3.69E-05,1E-07,1E-07,0.99233699,1.57E-06,0.98622315,0.99335317,1.61E-07
582.4,7.1E-07,1.15E-06,2.69E-05,1E-07,1E-07,0.98755238,1.73E-06,0.98559627,0.99400255,1.53E-07
582.5,7.5E-07,1.16E-06,1.99E-05,1E-07,1E-07,0.98582676,1.91E-06,0.98483894,0.99386415,1.46E-07
582.6,7.93E-07,1.16E-06,1.47E-05,1E-07,1E-07,0.98410114,2.11E-06,0.98408161,0.99372576,1.39E-07
582.7,8.38E-07,1.16E-06,1.1E-05,1E-07,1E-07,0.98627138,2.33E-06,0.98340089,0.99288611,1.33E-07
582.8,8.86E-07,1.16E-06,8.26E-06,1E-07,1E-07,0.98844162,2.57E-06,0.98272017,0.99204646,1.27E-07
582.9,9.36E-07,1.17E-06,6.25E-06,1E-07,1E-07,0.99144507,2.85E-06,0.98227447,0.99077765,1.22E-07
583,9.88E-07,1.17E-06,4.73E-06,1E-07,1E-07,0.99444852,3.15E-06,0.98182877,0.98950884,1.17E-07
583.1,1.04E-06,1.18E-06,3.61E-06,1E-07,1E-07,0.99593316,3.5E-06,0.9817072,0.98815913,1.12E-07
583.2,1.1E-06,1.19E-06,2.76E-06,1E-07,1E-07,0.9974178,3.88E-06,0.98158562,0.98680942,1.07E-07
583.3,1.16E-06,1.19E-06,2.13E-06,1E-07,1E-07,0.99680144,4.32E-06,0.98180547,0.98570163,1.04E-07
583.4,1.22E-06,1.2E-06,1.65E-06,1E-07,1E-07,0.99618509,4.81E-06,0.98202532,0.98459383,1.00E-07
583.5,1.27E-06,1.21E-06,1.28E-06,1E-07,1E-07,0.99421109,5.36E-06,0.98254187,0.98395571,1.00E-07
583.6,1.34E-06,1.22E-06,1E-06,1E-07,1E-07,0.99223709,5.98E-06,0.98305843,0.98331758,1.00E-07
583.7,1.4E-06,1.23E-06,7.88E-07,1E-07,1E-07,0.99008689,6.68E-06,0.98378184,0.98325033,1.00E-07
583.8,1.46E-06,1.24E-06,6.2E-07,1E-07,1E-07,0.98793668,7.47E-06,0.98450526,0.98318308,1.00E-07
583.9,1.52E-06,1.25E-06,4.91E-07,1E-07,1E-07,0.98654805,8.37E-06,0.98532049,0.98366235,1.00E-07
584,1.58E-06,1.26E-06,3.9E-07,1E-07,1E-07,0.98515943,9.38E-06,0.98613572,0.98414161,1.00E-07
584.1,1.64E-06,1.28E-06,3.12E-07,1E-07,1E-07,0.98494204,1.05E-05,0.98692237,0.98504132,1.00E-07
584.2,1.69E-06,1.29E-06,2.49E-07,1E-07,1E-07,0.98472465,1.18E-05,0.98770902,0.98594103,1.00E-07
584.3,1.74E-06,1.31E-06,2.01E-07,1E-07,1E-07,0.98557659,1.33E-05,0.98835885,0.9870706,1.00E-07
584.4,1.79E-06,1.32E-06,1.62E-07,1E-07,1E-07,0.98642853,1.5E-05,0.98900868,0.98820017,1.00E-07
584.5,1.83E-06,1.34E-06,1.31E-07,1E-07,1E-07,0.9879033,1.7E-05,0.98943902,0.98934684,1.00E-07
584.6,1.87E-06,1.35E-06,1.07E-07,1E-07,1E-07,0.98937807,1.92E-05,0.98986935,0.99049351,1.00E-07
584.7,1.9E-06,1.37E-06,1.03E-07,1E-07,1E-07,0.99089729,2.18E-05,0.99003132,0.99146279,1.00E-07
584.8,1.93E-06,1.39E-06,1E-07,1E-07,1E-07,0.9924165,2.47E-05,0.99019329,0.99243207,1.00E-07
584.9,1.95E-06,1.41E-06,1E-07,1E-07,1E-07,0.99346622,2.8E-05,0.99007456,0.99308002,1.00E-07
585,1.97E-06,1.43E-06,1E-07,1E-07,1E-07,0.99451594,3.19E-05,0.98995582,0.99372797,1.00E-07
585.1,1.97E-06,1.45E-06,1E-07,1E-07,1E-07,0.99478523,3.64E-05,0.98957822,0.99398084,1.00E-07
585.2,1.97E-06,1.46E-06,1E-07,1E-07,1E-07,0.99505453,4.15E-05,0.98920062,0.99423372,1.00E-07
585.3,1.96E-06,1.49E-06,1E-07,1E-07,1E-07,0.99449162,4.75E-05,0.98861385,0.99409282,1.00E-07
585.4,1.95E-06,1.51E-06,1E-07,1E-07,1E-07,0.99392871,5.44E-05,0.98802708,0.99395192,1.00E-07
585.5,1.92E-06,1.53E-06,1E-07,1E-07,1E-07,0.99271412,6.24E-05,0.98729979,0.99348471,1.00E-07
585.6,1.9E-06,1.55E-06,1E-07,1E-07,1E-07,0.99149952,7.17E-05,0.9865725,0.99301749,1.00E-07
585.7,1.86E-06,1.57E-06,1E-07,1E-07,1E-07,0.98996101,8.27E-05,0.9857825,0.99233852,1.00E-07
585.8,1.83E-06,1.59E-06,1E-07,1E-07,1E-07,0.98842249,9.54E-05,0.9849925,0.99165955,1.00E-07
585.9,1.78E-06,1.61E-06,1E-07,1E-07,1E-07,0.98692948,0.00011047,0.98421734,0.99090643,1.00E-07
586,1.74E-06,1.63E-06,1E-07,1E-07,1E-07,0.98543646,0.00012791,0.98344218,0.99015331,1.00E-07
586.1,1.69E-06,1.65E-06,1E-07,1E-07,1E-07,0.98430726,0.00014875,0.98275126,0.98946262,1.00E-07
586.2,1.64E-06,1.67E-06,1E-07,1E-07,1E-07,0.98317807,0.00017298,0.98206034,0.98877192,1.00E-07
586.3,1.58E-06,1.69E-06,1E-07,1E-07,1E-07,0.98261867,0.00020207,0.98150897,0.988259,1.00E-07
586.4,1.53E-06,1.71E-06,1E-07,1E-07,1E-07,0.98205928,0.00023605,0.9809576,0.98774607,1.00E-07
586.5,1.48E-06,1.73E-06,1E-07,1E-07,1E-07,0.98213755,0.00027709,0.98058334,0.98749089,1.00E-07
586.6,1.42E-06,1.75E-06,1E-07,1E-07,1E-07,0.98221583,0.00032526,0.98020909,0.98723571,1.00E-07
586.7,1.37E-06,1.76E-06,1E-07,1E-07,1E-07,0.9828664,0.0003838,0.98003029,0.98727545,1.00E-07
586.8,1.31E-06,1.78E-06,1E-07,1E-07,1E-07,0.98351697,0.00045286,0.97985148,0.98731518,1.00E-07
586.9,1.26E-06,1.79E-06,1E-07,1E-07,1E-07,0.98456876,0.00053734,0.97986761,0.98764311,1.00E-07
587,1.21E-06,1.81E-06,1E-07,1E-07,1E-07,0.98562055,0.00063757,0.97988374,0.98797105,1.00E-07
587.1,1.15E-06,1.82E-06,1E-07,1E-07,1E-07,0.98683906,0.00076105,0.9800774,0.98854087,1.00E-07
587.2,1.1E-06,1.83E-06,1E-07,1E-07,1E-07,0.98805758,0.00090844,0.98027107,0.98911069,1.00E-07
587.3,1.06E-06,1.84E-06,1E-07,1E-07,1E-07,0.98919399,0.00109142,0.98061112,0.98984497,1.00E-07
587.4,1.01E-06,1.85E-06,1E-07,1E-07,1E-07,0.9903304,0.00131126,0.98095118,0.99057924,1.00E-07
587.5,9.65E-07,1.86E-06,1E-07,1E-07,1E-07,0.99116934,0.0015865,0.9813967,0.99138075,1.00E-07
587.6,9.23E-07,1.86E-06,1E-07,1E-07,1E-07,0.99200827,0.0019195,0.98184223,0.99218225,1.00E-07
587.7,8.82E-07,1.87E-06,1E-07,1E-07,1E-07,0.99240594,0.00234027,0.98234689,0.99294687,1.00E-07
587.8,8.43E-07,1.87E-06,1E-07,1E-07,1E-07,0.99280361,0.00285328,0.98285155,0.99371149,1.00E-07
587.9,8.07E-07,1.87E-06,1E-07,1E-07,1E-07,0.99270962,0.00350802,0.98336809,0.99434114,1.00E-07
588,7.71E-07,1.87E-06,1E-07,1E-07,1E-07,0.99261562,0.00431301,0.98388462,0.99497079,1.00E-07
588.1,7.38E-07,1.87E-06,1E-07,1E-07,1E-07,0.99207501,0.00535171,0.98436901,0.99538499,1.00E-07
588.2,7.07E-07,1.87E-06,1E-07,1E-07,1E-07,0.9915344,0.00664054,0.9848534,0.99579918,1.00E-07
588.3,6.77E-07,1.87E-06,1E-07,1E-07,1E-07,0.99067136,0.00832332,0.98526847,0.99594392,1.00E-07
588.4,6.49E-07,1.86E-06,1E-07,1E-07,1E-07,0.98980832,0.01043252,0.98568354,0.99608866,1.00E-07
588.5,6.22E-07,1.86E-06,1E-07,1E-07,1E-07,0.98879691,0.01322112,0.98600171,0.99594166,1.00E-07
588.6,5.97E-07,1.85E-06,1E-07,1E-07,1E-07,0.98778551,0.01675511,0.98631987,0.99579466,1.00E-07
588.7,5.73E-07,1.84E-06,1E-07,1E-07,1E-07,0.98681503,0.02148721,0.98652484,0.99536643,1.00E-07
588.8,5.51E-07,1.83E-06,1E-07,1E-07,1E-07,0.98584455,0.02755579,0.98672982,0.99493821,1.00E-07
588.9,5.3E-07,1.82E-06,1E-07,1E-07,1E-07,0.98508665,0.03577631,0.98681722,0.99426924,1.00E-07
589,5.1E-07,1.82E-06,1E-07,1E-07,1E-07,0.98432874,0.0464492,0.98690462,0.99360027,1.00E-07
589.1,4.91E-07,1.81E-06,1E-07,1E-07,1E-07,0.98391153,0.06101274,0.98688147,0.9927549,1.00E-07
589.2,4.74E-07,1.8E-06,1E-07,1E-07,1E-07,0.98349432,0.08014248,0.98685831,0.99190952,1.00E-07
589.3,4.57E-07,1.79E-06,1E-07,1E-07,1E-07,0.98348611,0.11036337,0.98674156,0.99096769,1.00E-07
589.4,4.41E-07,1.78E-06,1E-07,1E-07,1E-07,0.9834779,0.14058427,0.98662481,0.99002586,1.00E-07
589.5,4.27E-07,1.76E-06,1E-07,1E-07,1E-07,0.98388109,0.19338229,0.98643916,0.98907404,1.00E-07
589.6,4.13E-07,1.75E-06,1E-07,1E-07,1E-07,0.98428429,0.24618031,0.98625352,0.98812222,1.00E-07
589.7,4E-07,1.74E-06,1E-07,1E-07,1E-07,0.9850387,0.33018705,0.98602873,0.98724452,1.00E-07
589.8,3.88E-07,1.73E-06,1E-07,1E-07,1E-07,0.9857931,0.41419378,0.98580394,0.98636682,1.00E-07
589.9,3.77E-07,1.72E-06,1E-07,1E-07,1E-07,0.98678735,0.52294772,0.9855719,0.98563733,1.00E-07
590,3.66E-07,1.71E-06,1E-07,1E-07,1E-07,0.98778159,0.63170166,0.98533985,0.98490783,1.00E-07
590.1,3.56E-07,1.7E-06,1E-07,1E-07,1E-07,0.98887073,0.73184741,0.98513175,0.98438464,1.00E-07
590.2,3.46E-07,1.69E-06,1E-07,1E-07,1E-07,0.98995987,0.83199316,0.98492364,0.98386145,1.00E-07
590.3,3.37E-07,1.68E-06,1E-07,1E-07,1E-07,0.99098709,0.89140378,0.98476735,0.98358275,1.00E-07
590.4,3.29E-07,1.67E-06,1E-07,1E-07,1E-07,0.99201431,0.9508144,0.98461106,0.98330405,1.00E-07
590.5,3.21E-07,1.67E-06,1E-07,1E-07,1E-07,0.99283382,0.97150069,0.98452905,0.98328618,1.00E-07
590.6,3.14E-07,1.66E-06,1E-07,1E-07,1E-07,0.99365333,0.99218699,0.98444703,0.98326831,1.00E-07
590.7,3.07E-07,1.65E-06,1E-07,1E-07,1E-07,0.99415136,0.99377442,0.98445469,0.98350576,1.00E-07
590.8,3.01E-07,1.64E-06,1E-07,1E-07,1E-07,0.99464939,0.99536186,0.98446236,0.98374321,1.00E-07
590.9,2.95E-07,1.64E-06,1E-07,1E-07,1E-07,0.99475991,0.99218395,0.98456709,0.98421025,1.00E-07
591,2.89E-07,1.63E-06,1E-07,1E-07,1E-07,0.99487043,0.98900604,0.98467182,0.98467729,1.00E-07
591.1,2.84E-07,1.62E-06,1E-07,1E-07,1E-07,0.99458327,0.98691669,0.98487259,0.98533102,1.00E-07
591.2,2.79E-07,1.62E-06,1E-07,1E-07,1E-07,0.9942961,0.98482735,0.98507337,0.98598474,1.00E-07
591.3,2.75E-07,1.61E-06,1E-07,1E-07,1E-07,0.99365619,0.9849468,0.985361,0.98676924,1.00E-07
591.4,2.71E-07,1.6E-06,1E-07,1E-07,1E-07,0.99301628,0.98506626,0.98564863,0.98755373,1.00E-07
591.5,2.67E-07,1.6E-06,1E-07,1E-07,1E-07,0.99211471,0.98668168,0.98600651,0.988405,1.00E-07
591.6,2.63E-07,1.59E-06,1E-07,1E-07,1E-07,0.99121314,0.9882971,0.98636438,0.98925626,1.00E-07
591.7,2.6E-07,1.59E-06,1E-07,1E-07,1E-07,0.99017203,0.99030199,0.98676975,0.9901076,1.00E-07
591.8,2.57E-07,1.58E-06,1E-07,1E-07,1E-07,0.98913092,0.99230688,0.98717512,0.99095895,1.00E-07
591.9,2.55E-07,1.58E-06,1E-07,1E-07,1E-07,0.98808516,0.99382536,0.9876007,0.99174638,1.00E-07
592,2.53E-07,1.57E-06,1E-07,1E-07,1E-07,0.9870394,0.99534384,0.98802628,0.99253381,1.00E-07
592.1,2.51E-07,1.57E-06,1E-07,1E-07,1E-07,0.98611821,0.99593979,0.98844221,0.99320106,1.00E-07
592.2,2.49E-07,1.56E-06,1E-07,1E-07,1E-07,0.98519703,0.99653575,0.98885814,0.9938683,1.00E-07
592.3,2.47E-07,1.56E-06,1E-07,1E-07,1E-07,0.98450806,0.99619311,0.98923403,0.99437099,1.00E-07
592.4,2.46E-07,1.55E-06,1E-07,1E-07,1E-07,0.9838191,0.99585047,0.98960992,0.99487368,1.00E-07
592.5,2.45E-07,1.54E-06,1E-07,1E-07,1E-07,0.98343651,0.99483772,0.98991696,0.99518241,1.00E-07
592.6,2.44E-07,1.54E-06,1E-07,1E-07,1E-07,0.98305392,0.99382496,0.990224,0.99549114,1.00E-07
592.7,2.44E-07,1.53E-06,1E-07,1E-07,1E-07,0.98301139,0.99253089,0.99043694,0.99559309,1.00E-07
592.8,2.43E-07,1.52E-06,1E-07,1E-07,1E-07,0.98296887,0.99123683,0.99064989,0.99569504,1.00E-07
592.9,2.43E-07,1.51E-06,1E-07,1E-07,1E-07,0.98325766,0.99003493,0.99074879,0.99559413,1.00E-07
593,2.43E-07,1.5E-06,1E-07,1E-07,1E-07,0.98354646,0.98883303,0.99084768,0.99549321,1.00E-07
593.1,2.44E-07,1.49E-06,1E-07,1E-07,1E-07,0.98411821,0.98799793,0.99081924,0.99520877,1.00E-07
593.2,2.44E-07,1.48E-06,1E-07,1E-07,1E-07,0.98468996,0.98716283,0.99079079,0.99492433,1.00E-07
593.3,2.45E-07,1.46E-06,1E-07,1E-07,1E-07,0.98546368,0.98683683,0.99062925,0.99448861,1.00E-07
593.4,2.46E-07,1.45E-06,1E-07,1E-07,1E-07,0.9862374,0.98651084,0.99046771,0.99405288,1.00E-07
593.5,2.47E-07,1.43E-06,1E-07,1E-07,1E-07,0.98710996,0.98670711,0.99017528,0.99350763,1.00E-07
593.6,2.48E-07,1.42E-06,1E-07,1E-07,1E-07,0.98798252,0.98690338,0.98988286,0.99296238,1.00E-07
593.7,2.5E-07,1.4E-06,1E-07,1E-07,1E-07,0.98884151,0.98753105,0.98946952,0.99235495,1.00E-07
593.8,2.52E-07,1.38E-06,1E-07,1E-07,1E-07,0.98970051,0.98815872,0.98905618,0.99174751,1.00E-07
593.9,2.54E-07,1.36E-06,1E-07,1E-07,1E-07,0.99043818,0.98905858,0.98853905,0.99112681,1.00E-07
594,2.57E-07,1.34E-06,1E-07,1E-07,1E-07,0.99117586,0.98995844,0.98802192,0.99050611,1.00E-07
594.1,2.59E-07,1.32E-06,1E-07,1E-07,1E-07,0.9917024,0.99094143,0.98742416,0.98991885,1.00E-07
594.2,2.62E-07,1.3E-06,1E-07,1E-07,1E-07,0.99222894,0.99192442,0.98682641,0.98933159,1.00E-07
594.3,2.66E-07,1.27E-06,1E-07,1E-07,1E-07,0.99248349,0.9928074,0.98617583,0.988819,1.00E-07
594.4,2.69E-07,1.25E-06,1E-07,1E-07,1E-07,0.99273803,0.99369039,0.98552524,0.98830641,1.00E-07
594.5,2.73E-07,1.22E-06,1E-07,1E-07,1E-07,0.99269576,0.9943252,0.98485261,0.98790163,1.00E-07
594.6,2.77E-07,1.2E-06,1E-07,1E-07,1E-07,0.9926535,0.99496,0.98417998,0.98749685,1.00E-07
594.7,2.81E-07,1.17E-06,1E-07,1E-07,1E-07,0.99232789,0.9952528,0.98351731,0.98722314,1.00E-07
594.8,2.86E-07,1.15E-06,1E-07,1E-07,1E-07,0.99200228,0.99554559,0.98285464,0.98694943,1.00E-07
594.9,2.91E-07,1.12E-06,1E-07,1E-07,1E-07,0.99144223,0.99546508,0.98223345,0.98681917,1.00E-07
595,2.96E-07,1.09E-06,1E-07,1E-07,1E-07,0.99088218,0.99538458,0.98161226,0.98668892,1.00E-07
595.1,3.02E-07,1.07E-06,1E-07,1E-07,1E-07,0.99016469,0.9949595,0.98106197,0.98670344,1.00E-07
595.2,3.08E-07,1.04E-06,1E-07,1E-07,1E-07,0.9894472,0.99453442,0.98051167,0.98671797,1.00E-07
595.3,3.14E-07,1.02E-06,1E-07,1E-07,1E-07,0.98866686,0.9938422,0.98005814,0.98686807,1.00E-07
595.4,3.21E-07,9.89E-07,1E-07,1E-07,1E-07,0.98788652,0.99314998,0.9796046,0.98701817,1.00E-07
595.5,3.28E-07,9.63E-07,1E-07,1E-07,1E-07,0.98714342,0.99230003,0.97926898,0.98728529,1.00E-07
595.6,3.35E-07,9.38E-07,1E-07,1E-07,1E-07,0.98640033,0.99145007,0.97893335,0.98755242,1.00E-07
595.7,3.44E-07,9.13E-07,1E-07,1E-07,1E-07,0.98578816,0.99056509,0.97873118,0.98791038,1.00E-07
595.8,3.52E-07,8.88E-07,1E-07,1E-07,1E-07,0.98517598,0.98968011,0.97852902,0.98826834,1.00E-07
595.9,3.61E-07,8.64E-07,1E-07,1E-07,1E-07,0.98477149,0.98887859,0.97846965,0.98868546,1.00E-07
596,3.7E-07,8.41E-07,1E-07,1E-07,1E-07,0.984367,0.98807707,0.97841029,0.98910259,1.00E-07
596.1,3.8E-07,8.18E-07,1E-07,1E-07,1E-07,0.984222,0.9874591,0.9784966,0.98954412,1.00E-07
596.2,3.91E-07,7.96E-07,1E-07,1E-07,1E-07,0.98407701,0.98684113,0.97858292,0.98998565,1.00E-07
596.3,4.02E-07,7.74E-07,1E-07,1E-07,1E-07,0.98421336,0.98647855,0.97881132,0.99041628,1.00E-07
596.4,4.14E-07,7.54E-07,1E-07,1E-07,1E-07,0.98434972,0.98611596,0.97903971,0.99084691,1.00E-07
596.5,4.26E-07,7.34E-07,1E-07,1E-07,1E-07,0.9847575,0.986047,0.97940044,0.99123329,1.00E-07
596.6,4.39E-07,7.14E-07,1E-07,1E-07,1E-07,0.98516528,0.98597804,0.97976117,0.99161967,1.00E-07
596.7,4.52E-07,6.96E-07,1E-07,1E-07,1E-07,0.98580421,0.98620622,0.98023888,0.99193269,1.00E-07
596.8,4.67E-07,6.78E-07,1E-07,1E-07,1E-07,0.98644314,0.9864344,0.98071659,0.99224572,1.00E-07
596.9,4.82E-07,6.61E-07,1E-07,1E-07,1E-07,0.98724701,0.98693087,0.98129113,0.99246249,1.00E-07
597,4.97E-07,6.45E-07,1E-07,1E-07,1E-07,0.98805087,0.98742735,0.98186567,0.99267926,1.00E-07
597.1,5.14E-07,6.29E-07,1E-07,1E-07,1E-07,0.98893455,0.98813609,0.98251307,0.9927845,1.00E-07
597.2,5.31E-07,6.14E-07,1E-07,1E-07,1E-07,0.98981824,0.98884483,0.98316048,0.99288974,1.00E-07
597.3,5.5E-07,6E-07,1E-07,1E-07,1E-07,0.99068686,0.98968985,0.98385415,0.99287667,1.00E-07
597.4,5.69E-07,5.86E-07,1E-07,1E-07,1E-07,0.99155548,0.99053487,0.98454781,0.9928636,1.00E-07
597.5,5.89E-07,5.74E-07,1E-07,1E-07,1E-07,0.9923147,0.9914288,0.98525975,0.99273416,1.00E-07
597.6,6.1E-07,5.61E-07,1E-07,1E-07,1E-07,0.99307393,0.99232272,0.98597169,0.99260472,1.00E-07
597.7,6.32E-07,5.5E-07,1E-07,1E-07,1E-07,0.99364046,0.99317591,0.98667386,0.99236917,1.00E-07
597.8,6.55E-07,5.38E-07,1E-07,1E-07,1E-07,0.994207,0.9940291,0.98737602,0.99213363,1.00E-07
597.9,6.79E-07,5.28E-07,1E-07,1E-07,1E-07,0.99451798,0.9947586,0.9880416,0.99180957,1.00E-07
598,7.04E-07,5.18E-07,1E-07,1E-07,1E-07,0.99482897,0.99548809,0.98870718,0.99148551,1.00E-07
598.1,7.3E-07,5.09E-07,1E-07,1E-07,1E-07,0.99484912,0.99602542,0.98931186,0.99109646,1.00E-07
598.2,7.57E-07,5E-07,1E-07,1E-07,1E-07,0.99486928,0.99656276,0.98991655,0.9907074,1.00E-07
598.3,7.86E-07,4.92E-07,1E-07,1E-07,1E-07,0.99459474,0.99686008,0.9904396,0.99028097,1.00E-07
598.4,8.15E-07,4.85E-07,1E-07,1E-07,1E-07,0.99432021,0.9971574,0.99096264,0.98985455,1.00E-07
598.5,8.45E-07,4.78E-07,1E-07,1E-07,1E-07,0.99377867,0.99719118,0.99138779,0.98942056,1.00E-07
598.6,8.77E-07,4.71E-07,1E-07,1E-07,1E-07,0.99323713,0.99722496,0.99181293,0.98898657,1.00E-07
598.7,9.1E-07,4.65E-07,1E-07,1E-07,1E-07,0.99248418,0.99699709,0.992129,0.98857499,1.00E-07
598.8,9.43E-07,4.59E-07,1E-07,1E-07,1E-07,0.99173124,0.99676921,0.99244507,0.98816342,1.00E-07
598.9,9.78E-07,4.54E-07,1E-07,1E-07,1E-07,0.99084367,0.99630547,0.99264635,0.98780249,1.00E-07
599,1.01E-06,4.49E-07,1E-07,1E-07,1E-07,0.98995611,0.99584172,0.99284764,0.98744156,1.00E-07
599.1,1.05E-06,4.45E-07,1E-07,1E-07,1E-07,0.98902306,0.99518802,0.99293394,0.98715607,1.00E-07
599.2,1.09E-06,4.41E-07,1E-07,1E-07,1E-07,0.98809001,0.99453432,0.99302024,0.98687057,1.00E-07
599.3,1.12E-06,4.38E-07,1E-07,1E-07,1E-07,0.98720324,0.99375135,0.99299658,0.98668045,1.00E-07
599.4,1.16E-06,4.35E-07,1E-07,1E-07,1E-07,0.98631647,0.99296838,0.99297293,0.98649033,1.00E-07
599.5,1.2E-06,4.33E-07,1E-07,1E-07,1E-07,0.98556091,0.99212527,0.99284909,0.98640957,1.00E-07
599.6,1.24E-06,4.31E-07,1E-07,1E-07,1E-07,0.98480535,0.99128216,0.99272525,0.98632881,1.00E-07
599.7,1.28E-06,4.29E-07,1E-07,1E-07,1E-07,0.98425086,0.99045004,0.99251496,0.98636476,1.00E-07
599.8,1.32E-06,4.28E-07,1E-07,1E-07,1E-07,0.98369638,0.98961792,0.99230466,0.98640071,1.00E-07
599.9,1.36E-06,4.27E-07,1E-07,1E-07,1E-07,0.98339145,0.98886391,0.99202468,0.98655374,1.00E-07
600,1.4E-06,4.27E-07,1E-07,1E-07,1E-07,0.98308652,0.9881099,0.9917447,0.98670677,1.00E-07
600.1,1.44E-06,4.27E-07,1E-07,1E-07,1E-07,0.98305418,0.98749203,0.99141378,0.98697036,1.00E-07
600.2,1.48E-06,4.27E-07,1E-07,1E-07,1E-07,0.98302183,0.98687416,0.99108287,0.98723395,1.00E-07
600.3,1.51E-06,4.29E-07,1E-07,1E-07,1E-07,0.9832581,0.98643745,0.99072068,0.98759507,1.00E-07
600.4,1.55E-06,4.3E-07,1E-07,1E-07,1E-07,0.98349436,0.98600074,0.99035849,0.9879562,1.00E-07
600.5,1.58E-06,4.32E-07,1E-07,1E-07,1E-07,0.98396912,0.98577466,0.98998453,0.98839612,1.00E-07
600.6,1.61E-06,4.34E-07,1E-07,1E-07,1E-07,0.98444389,0.98554859,0.98961056,0.98883604,1.00E-07
600.7,1.64E-06,4.37E-07,1E-07,1E-07,1E-07,0.98510415,0.98554581,0.98924315,0.9893313,1.00E-07
600.8,1.67E-06,4.4E-07,1E-07,1E-07,1E-07,0.98576441,0.98554302,0.98887573,0.98982657,1.00E-07
600.9,1.7E-06,4.44E-07,1E-07,1E-07,1E-07,0.98653958,0.98575935,0.98853116,0.99035034,1.00E-07
601,1.72E-06,4.49E-07,1E-07,1E-07,1E-07,0.98731476,0.98597567,0.98818658,0.99087412,1.00E-07
601.1,1.74E-06,4.54E-07,1E-07,1E-07,1E-07,0.98812373,0.98639115,0.98787838,0.99139763,1.00E-07
601.2,1.76E-06,4.59E-07,1E-07,1E-07,1E-07,0.9889327,0.98680664,0.98757018,0.99192114,1.00E-07
601.3,1.77E-06,4.65E-07,1E-07,1E-07,1E-07,0.98969197,0.98738764,0.98730859,0.99241525,1.00E-07
601.4,1.78E-06,4.72E-07,1E-07,1E-07,1E-07,0.99045124,0.98796865,0.987047,0.99290937,1.00E-07
601.5,1.79E-06,4.79E-07,1E-07,1E-07,1E-07,0.99108353,0.98867067,0.98683862,0.99334622,1.00E-07
601.6,1.79E-06,4.87E-07,1E-07,1E-07,1E-07,0.99171583,0.9893727,0.98663025,0.99378306,1.00E-07
601.7,1.79E-06,4.96E-07,1E-07,1E-07,1E-07,0.99215814,0.99014384,0.98647792,0.99413756,1.00E-07
601.8,1.79E-06,5.05E-07,1E-07,1E-07,1E-07,0.99260046,0.99091498,0.98632558,0.99449206,1.00E-07
